4186 TULIP PARK WAY,RANCHO CORDOVA,95742,CA,5,3,3615,Residential,Wed May 21 00:00:00 EDT 2008,430000,38.550617,-121.23526
9278 DAIRY CT,ELK GROVE,95624,CA,0,0,0,Residential,Wed May 21 00:00:00 EDT 2008,445000,38.420338,-121.363757
207 ORANGE BLOSSOM CIR Unit C,FOLSOM,95630,CA,5,3,2687,Residential,Wed May 21 00:00:00 EDT 2008,460000,38.646273,-121.175322
6507 RIO DE ONAR WAY,ELK GROVE,95757,CA,4,3,2724,Residential,Wed May 21 00:00:00 EDT 2008,461000,38.38253,-121.428007
7004 RAWLEY WAY,ELK GROVE,95757,CA,4,3,3440,Residential,Wed May 21 00:00:00 EDT 2008,489332,38.406421,-121.422081
6503 RIO DE ONAR WAY,ELK GROVE,95757,CA,5,4,3508,Residential,Wed May 21 00:00:00 EDT 2008,510000,38.38253,-121.428038
2217 APPALOOSA CT,FOLSOM,95630,CA,4,2,2462,Residential,Wed May 21 00:00:00 EDT 2008,539000,38.655167,-121.090178
868 HILDEBRAND CIR,FOLSOM,95630,CA,0,0,0,Residential,Wed May 21 00:00:00 EDT 2008,585000,38.670947,-121.097727
6030 PALERMO WAY,EL DORADO HILLS,95762,CA,4,3,0,Residential,Wed May 21 00:00:00 EDT 2008,600000,38.672761,-121.050378
4070 REDONDO DR,EL DORADO HILLS,95762,CA,4,3,0,Residential,Wed May 21 00:00:00 EDT 2008,606238,38.666807,-121.06483
4004 CRESTA WAY,SACRAMENTO,95864,CA,3,3,2325,Residential,Wed May 21 00:00:00 EDT 2008,660000,38.591618,-121.370626
315 JUMEL CT,EL DORADO HILLS,95762,CA,6,5,0,Residential,Wed May 21 00:00:00 EDT 2008,830000,38.669931,-121.05958
6272 LONGFORD DR Unit 1,CITRUS HEIGHTS,95621,CA,2,1,795,Condo,Tue May 20 00:00:00 EDT 2008,69000,38.680923,-121.313945
3432 Y ST,SACRAMENTO,95817,CA,4,2,1099,Residential,Tue May 20 00:00:00 EDT 2008,70000,38.554967,-121.468046
9512 EMERALD PARK DR Unit 3,ELK GROVE,95624,CA,2,1,840,Condo,Tue May 20 00:00:00 EDT 2008,71000,38.40573,-121.369832
3132 CLAY ST,SACRAMENTO,95815,CA,2,1,800,Residential,Tue May 20 00:00:00 EDT 2008,78000,38.624678,-121.439203
5221 38TH AVE,SACRAMENTO,95824,CA,2,1,746,Residential,Tue May 20 00:00:00 EDT 2008,78400,38.518044,-121.443555
6112 HERMOSA ST,SACRAMENTO,95822,CA,3,1,1067,Residential,Tue May 20 00:00:00 EDT 2008,80000,38.515125,-121.480416
483 ARCADE BLVD,SACRAMENTO,95815,CA,4,2,1316,Residential,Tue May 20 00:00:00 EDT 2008,89000,38.623571,-121.454884
671 SONOMA AVE,SACRAMENTO,95815,CA,3,1,1337,Residential,Tue May 20 00:00:00 EDT 2008,90000,38.622953,-121.450142
1416 LOCKHART WAY,ROSEVILLE,95747,CA,3,2,1440,Residential,Tue May 20 00:00:00 EDT 2008,292000,38.752399,-121.330328
5413 BUENA VENTURA WAY,FAIR OAKS,95628,CA,3,2,1527,Residential,Tue May 20 00:00:00 EDT 2008,293993,38.664552,-121.255937
37 WHITE BIRCH CT,ROSEVILLE,95678,CA,3,2,1401,Residential,Tue May 20 00:00:00 EDT 2008,294000,38.776327,-121.284514
405 MARLIN SPIKE WAY,SACRAMENTO,95838,CA,3,2,1411,Residential,Tue May 20 00:00:00 EDT 2008,296769,38.65783,-121.456842
1102 CHESLEY LN,LINCOLN,95648,CA,4,4,0,Residential,Tue May 20 00:00:00 EDT 2008,297500,38.864864,-121.313988
11281 STANFORD COURT LN Unit 604,GOLD RIVER,95670,CA,0,0,0,Condo,Tue May 20 00:00:00 EDT 2008,300000,38.625289,-121.260286
7320 6TH ST,RIO LINDA,95673,CA,3,1,1284,Residential,Tue May 20 00:00:00 EDT 2008,300000,38.700553,-121.452223
993 MANTON CT,GALT,95632,CA,4,3,2307,Residential,Tue May 20 00:00:00 EDT 2008,300000,38.272942,-121.289148
4487 PANORAMA DR,PLACERVILLE,95667,CA,3,2,1329,Residential,Tue May 20 00:00:00 EDT 2008,300000,38.694559,-120.848157
5651 OVERLEAF WAY,SACRAMENTO,95835,CA,4,2,1910,Residential,Tue May 20 00:00:00 EDT 2008,300500,38.677454,-121.494791
2015 PROMONTORY POINT LN,GOLD RIVER,95670,CA,3,2,1981,Residential,Tue May 20 00:00:00 EDT 2008,305000,38.628732,-121.261149
3224 PARKHAM DR,ROSEVILLE,95747,CA,0,0,0,Residential,Tue May 20 00:00:00 EDT 2008,306500,38.772771,-121.364877
15 VANESSA PL,SACRAMENTO,95835,CA,0,0,0,Residential,Tue May 20 00:00:00 EDT 2008,312500,38.668692,-121.54549
1312 RENISON LN,LINCOLN,95648,CA,5,3,0,Residential,Tue May 20 00:00:00 EDT 2008,315000,38.866409,-121.308485
8 RIVER RAFT CT,SACRAMENTO,95823,CA,4,2,2205,Residential,Tue May 20 00:00:00 EDT 2008,319789,38.447353,-121.434969
2251 LAMPLIGHT LN,LINCOLN,95648,CA,2,2,1449,Residential,Tue May 20 00:00:00 EDT 2008,330000,38.849924,-121.275729
106 FARHAM DR,FOLSOM,95630,CA,3,2,1258,Residential,Tue May 20 00:00:00 EDT 2008,330000,38.667834,-121.168578
5405 NECTAR CIR,ELK GROVE,95757,CA,3,2,2575,Residential,Tue May 20 00:00:00 EDT 2008,331000,38.387014,-121.440967
5411 10TH AVE,SACRAMENTO,95820,CA,2,1,539,Residential,Tue May 20 00:00:00 EDT 2008,334000,38.542727,-121.442449
3512 RAINSONG CIR,RANCHO CORDOVA,95670,CA,4,3,2208,Residential,Tue May 20 00:00:00 EDT 2008,336000,38.573488,-121.282809
1106 55TH ST,SACRAMENTO,95819,CA,3,1,1108,Residential,Tue May 20 00:00:00 EDT 2008,339000,38.563805,-121.436395
411 ILLSLEY WAY,FOLSOM,95630,CA,4,2,1595,Residential,Tue May 20 00:00:00 EDT 2008,339000,38.652002,-121.129504
796 BUTTERCUP CIR,GALT,95632,CA,4,2,2159,Residential,Tue May 20 00:00:00 EDT 2008,345000,38.279581,-121.300828
1230 SANDRA CIR,PLACERVILLE,95667,CA,4,3,2295,Residential,Tue May 20 00:00:00 EDT 2008,350000,38.738141,-120.784145
318 ANACAPA DR,ROSEVILLE,95678,CA,3,2,1838,Residential,Tue May 20 00:00:00 EDT 2008,356000,38.782094,-121.297133
3975 SHINING STAR DR,SACRAMENTO,95823,CA,4,2,1900,Residential,Tue May 20 00:00:00 EDT 2008,361745,38.487409,-121.461413
1620 BASLER ST,SACRAMENTO,95811,CA,4,2,1718,Residential,Tue May 20 00:00:00 EDT 2008,361948,38.591822,-121.478644
9688 NATURE TRAIL WAY,ELK GROVE,95757,CA,5,3,3389,Residential,Tue May 20 00:00:00 EDT 2008,370000,38.405224,-121.479275
5924 TANUS CIR,ROCKLIN,95677,CA,4,2,0,Residential,Tue May 20 00:00:00 EDT 2008,380000,38.778691,-121.204292
9629 CEDAR OAK WAY,ELK GROVE,95757,CA,5,4,3260,Residential,Tue May 20 00:00:00 EDT 2008,385000,38.405527,-121.431746
3429 FERNBROOK CT,CAMERON PARK,95682,CA,3,2,2016,Residential,Tue May 20 00:00:00 EDT 2008,399000,38.664225,-121.007173
2121 HANNAH WAY,ROCKLIN,95765,CA,4,2,2607,Residential,Tue May 20 00:00:00 EDT 2008,402000,38.805749,-121.280931
10104 ANNIE ST,ELK GROVE,95757,CA,4,3,2724,Residential,Tue May 20 00:00:00 EDT 2008,406026,38.390465,-121.443479
1092 MAUGHAM CT,GALT,95632,CA,5,4,3746,Residential,Tue May 20 00:00:00 EDT 2008,420000,38.271646,-121.286848
5404 ALMOND FALLS WAY,RANCHO CORDOVA,95742,CA,0,0,0,Residential,Tue May 20 00:00:00 EDT 2008,425000,38.527502,-121.233492
6306 CONEJO,RANCHO MURIETA,95683,CA,4,2,3192,Residential,Tue May 20 00:00:00 EDT 2008,425000,38.512602,-121.087233
14 CASA VATONI PL,SACRAMENTO,95834,CA,0,0,0,Residential,Tue May 20 00:00:00 EDT 2008,433500,38.650221,-121.551704
1456 EAGLESFIELD LN,LINCOLN,95648,CA,4,3,0,Residential,Tue May 20 00:00:00 EDT 2008,436746,38.857635,-121.311375
4100 BOTHWELL CIR,EL DORADO HILLS,95762,CA,5,3,0,Residential,Tue May 20 00:00:00 EDT 2008,438700,38.679136,-121.034329
427 21ST ST,SACRAMENTO,95811,CA,2,1,1247,Residential,Tue May 20 00:00:00 EDT 2008,445000,38.582604,-121.47576
1044 GALSTON DR,FOLSOM,95630,CA,4,2,2581,Residential,Tue May 20 00:00:00 EDT 2008,450000,38.676306,-121.09954
4440 SYCAMORE AVE,SACRAMENTO,95841,CA,3,1,2068,Residential,Tue May 20 00:00:00 EDT 2008,460000,38.646374,-121.353658
1032 SOUZA DR,EL DORADO HILLS,95762,CA,3,2,0,Residential,Tue May 20 00:00:00 EDT 2008,460000,38.668239,-121.064437
9760 LAZULITE CT,ELK GROVE,95624,CA,4,3,3992,Residential,Tue May 20 00:00:00 EDT 2008,460000,38.403609,-121.335541
241 LANFRANCO CIR,SACRAMENTO,95835,CA,4,4,3397,Residential,Tue May 20 00:00:00 EDT 2008,465000,38.665696,-121.549437
5559 NORTHBOROUGH DR,SACRAMENTO,95835,CA,5,3,3881,Residential,Tue May 20 00:00:00 EDT 2008,471750,38.677225,-121.519687
2125 BIG SKY DR,ROCKLIN,95765,CA,5,3,0,Residential,Tue May 20 00:00:00 EDT 2008,480000,38.801637,-121.278798
2109 HAMLET PL,CARMICHAEL,95608,CA,2,2,1598,Residential,Tue May 20 00:00:00 EDT 2008,484000,38.602754,-121.329326
9970 STATE HIGHWAY 193,PLACERVILLE,95667,CA,4,3,1929,Residential,Tue May 20 00:00:00 EDT 2008,485000,38.787877,-120.816676
2901 PINTAIL WAY,ELK GROVE,95757,CA,4,3,3070,Residential,Tue May 20 00:00:00 EDT 2008,495000,38.398488,-121.473424
201 FIRESTONE DR,ROSEVILLE,95678,CA,0,0,0,Residential,Tue May 20 00:00:00 EDT 2008,500500,38.770153,-121.300039
1740 HIGH ST,AUBURN,95603,CA,3,3,0,Residential,Tue May 20 00:00:00 EDT 2008,504000,38.891935,-121.08434
2733 DANA LOOP,EL DORADO HILLS,95762,CA,0,0,0,Residential,Tue May 20 00:00:00 EDT 2008,541000,38.628459,-121.055078
9741 SADDLEBRED CT,WILTON,95693,CA,0,0,0,Residential,Tue May 20 00:00:00 EDT 2008,560000,38.408841,-121.198039
104 CATLIN CT,FOLSOM,95630,CA,4,3,2660,Residential,Mon May 19 00:00:00 EDT 2008,636000,38.684459,-121.145935
4734 GIBBONS DR,CARMICHAEL,95608,CA,4,3,3357,Residential,Mon May 19 00:00:00 EDT 2008,668365,38.63558,-121.353639
4629 DORCHESTER LN,GRANITE BAY,95746,CA,5,3,2896,Residential,Mon May 19 00:00:00 EDT 2008,676200,38.723545,-121.216025
2400 COUNTRYSIDE DR,PLACERVILLE,95667,CA,3,2,2025,Residential,Mon May 19 00:00:00 EDT 2008,677048,38.737452,-120.910963
12901 FURLONG DR,WILTON,95693,CA,5,3,3788,Residential,Mon May 19 00:00:00 EDT 2008,691659,38.413535,-121.188211
6222 CALLE MONTALVO CIR,GRANITE BAY,95746,CA,5,3,3670,Residential,Mon May 19 00:00:00 EDT 2008,760000,38.779435,-121.146676
20 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885327,-121.289412
24 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885132,-121.289405
28 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884936,-121.289397
32 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884741,-121.28939
36 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884599,-121.289406
40 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884535,-121.289619
44 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.88459,-121.289835
48 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884667,-121.289896
52 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.88478,-121.289911
68 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885236,-121.289928
72 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.88535,-121.289926
76 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885464,-121.289922
80 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885578,-121.289919
84 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885692,-121.289915
88 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885806,-121.289911
92 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.88592,-121.289908
96 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.886024,-121.289859
100 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.886091,-121.289744
434 1ST ST,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.88653,-121.289406
3 E ST,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884692,-121.290288
11 E ST,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884879,-121.290257
19 E ST,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885017,-121.290262
27 E ST,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885173,-121.29027
35 E ST,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885328,-121.290275
43 E ST,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885483,-121.290277
51 E ST,LINCOLN,95648,CA,4,2,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885638,-121.290279
59 E ST,LINCOLN,95648,CA,3,2,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885794,-121.290281
75 E ST,LINCOLN,95648,CA,3,2,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.886104,-121.290285
63 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885093,-121.289932
398 1ST ST,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.88653,-121.288952
386 1ST ST,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.886528,-121.288869
374 1ST ST,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.886525,-121.288787
116 CRYSTALWOOD WAY,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.886282,-121.289586
108 CRYSTALWOOD WAY,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.886282,-121.289646
100 CRYSTALWOOD WAY,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.886282,-121.289706
55 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884865,-121.289922
51 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884752,-121.289907
47 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884638,-121.289893
43 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884568,-121.289784
39 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884546,-121.289562
35 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884645,-121.289397
31 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.88479,-121.289392
27 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884985,-121.289399
23 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885181,-121.289406
19 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885376,-121.289414
15 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885571,-121.289421
7 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885962,-121.289436
7 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885962,-121.289436
3 CRYSTALWOOD CIR,LINCOLN,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.886093,-121.289584
8208 WOODYARD WAY,CITRUS HEIGHTS,95621,CA,3,2,1166,Residential,Fri May 16 00:00:00 EDT 2008,30000,38.715322,-121.314787
113 RINETTI WAY,RIO LINDA,95673,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,30000,38.687172,-121.463933
15 LOORZ CT,SACRAMENTO,95823,CA,2,1,838,Residential,Fri May 16 00:00:00 EDT 2008,55422,38.471646,-121.435158
5805 DOTMAR WAY,NORTH HIGHLANDS,95660,CA,2,1,904,Residential,Fri May 16 00:00:00 EDT 2008,63000,38.672642,-121.380343
2332 CAMBRIDGE ST,SACRAMENTO,95815,CA,2,1,1032,Residential,Fri May 16 00:00:00 EDT 2008,65000,38.608085,-121.449651
3812 BELDEN ST,SACRAMENTO,95838,CA,2,1,904,Residential,Fri May 16 00:00:00 EDT 2008,65000,38.636833,-121.44164
3348 40TH ST,SACRAMENTO,95817,CA,2,1,1080,Residential,Fri May 16 00:00:00 EDT 2008,65000,38.544162,-121.460652
127 QUASAR CIR,SACRAMENTO,95822,CA,2,2,990,Residential,Fri May 16 00:00:00 EDT 2008,66500,38.493504,-121.475304
3812 CYPRESS ST,SACRAMENTO,95838,CA,2,1,900,Residential,Fri May 16 00:00:00 EDT 2008,71000,38.636877,-121.444948
5821 64TH ST,SACRAMENTO,95824,CA,2,1,861,Residential,Fri May 16 00:00:00 EDT 2008,75000,38.521202,-121.428146
8248 CENTER PKWY,SACRAMENTO,95823,CA,2,1,906,Condo,Fri May 16 00:00:00 EDT 2008,77000,38.459002,-121.428794
1171 SONOMA AVE,SACRAMENTO,95815,CA,2,1,1011,Residential,Fri May 16 00:00:00 EDT 2008,85000,38.6238,-121.439872
4250 ARDWELL WAY,SACRAMENTO,95823,CA,3,2,1089,Residential,Fri May 16 00:00:00 EDT 2008,95625,38.466938,-121.455631
3104 CLAY ST,SACRAMENTO,95815,CA,2,1,832,Residential,Fri May 16 00:00:00 EDT 2008,96140,38.62391,-121.439208
6063 LAND PARK DR,SACRAMENTO,95822,CA,2,1,800,Condo,Fri May 16 00:00:00 EDT 2008,104250,38.517029,-121.513809
4738 OAKHOLLOW DR,SACRAMENTO,95842,CA,4,2,1292,Residential,Fri May 16 00:00:00 EDT 2008,105000,38.679598,-121.356035
1401 STERLING ST,SACRAMENTO,95822,CA,2,1,810,Residential,Fri May 16 00:00:00 EDT 2008,108000,38.520319,-121.504727
3715 DIDCOT CIR,SACRAMENTO,95838,CA,4,2,1064,Residential,Fri May 16 00:00:00 EDT 2008,109000,38.635232,-121.460098
2426 RASHAWN DR,RANCHO CORDOVA,95670,CA,2,1,911,Residential,Fri May 16 00:00:00 EDT 2008,115000,38.610852,-121.273278
4800 WESTLAKE PKWY Unit 410,SACRAMENTO,95835,CA,1,1,846,Condo,Fri May 16 00:00:00 EDT 2008,115000,38.658812,-121.542345
3409 VIRGO ST,SACRAMENTO,95827,CA,3,2,1320,Residential,Fri May 16 00:00:00 EDT 2008,115500,38.563402,-121.327747
1110 PINEDALE AVE,SACRAMENTO,95838,CA,3,2,1410,Residential,Fri May 16 00:00:00 EDT 2008,115620,38.660173,-121.440216
2361 LA LOMA DR,RANCHO CORDOVA,95670,CA,3,2,1115,Residential,Fri May 16 00:00:00 EDT 2008,116000,38.59368,-121.316054
1455 64TH AVE,SACRAMENTO,95822,CA,3,2,1169,Residential,Fri May 16 00:00:00 EDT 2008,122000,38.492177,-121.503392
7328 SPRINGMAN ST,SACRAMENTO,95822,CA,3,2,1164,Residential,Fri May 16 00:00:00 EDT 2008,122500,38.491991,-121.477636
119 SAINT MARIE CIR,SACRAMENTO,95823,CA,4,2,1341,Residential,Fri May 16 00:00:00 EDT 2008,123000,38.481454,-121.446644
2089 BECKETT DR,EL DORADO HILLS,95762,CA,4,2,0,Residential,Fri May 16 00:00:00 EDT 2008,493000,38.681778,-121.035838
6196 EDGEHILL DR,EL DORADO HILLS,95762,CA,5,4,0,Residential,Fri May 16 00:00:00 EDT 2008,508000,38.676131,-121.038931
200 HILLSFORD CT,ROSEVILLE,95747,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,511000,38.780051,-121.378718
